"pontoId","lat","lon","pathBTS1","pathBTS2","pathBTS3","pathBTS4","pathBTS5","pathBTS6","taBTS1","taBTS2","taBTS3","taBTS4","taBTS5","taBTS6"
2577,-8.064881,-34.897038,125.59,102.59,126.656666666667,93.9233333333333,126.456666666667,108.856666666667,1,2,3,2,1,0
2865,-8.062259,-34.888149,127.84,127.54,136.515,130.19,136.49,129.44,1,3,4,3,0,1
1150,-8.071216,-34.895626,112.79,111.39,117.64,91.09,122.99,118.14,0,0,2,0,1,1
502,-8.074744,-34.900234,121.19,110.09,116.756666666667,123.19,136.89,136.29,1,1,1,1,2,2
661,-8.07379,-34.900486,122.123333333333,121.456666666667,125.456666666667,123.323333333333,142.856666666667,134.823333333333,1,1,1,1,2,2
1425,-8.070026,-34.896133,102.69,120.49,120.04,113.09,125.29,118.14,0,1,2,1,1,1
1924,-8.068697,-34.89629,109.59,122.523333333333,118.99,105.123333333333,119.89,109.523333333333,0,1,2,1,1,0
677,-8.073727,-34.900501,118.69,114.29,112.59,126.79,142.34,130.54,1,1,1,1,2,2
652,-8.073855,-34.898685,118.89,102.415,89.015,107.715,132.615,133.19,1,0,1,0,2,2
1600,-8.06957,-34.890755,109.523333333333,128.923333333333,119.923333333333,115.49,107.89,115.156666666667,0,1,3,1,0,1
774,-8.073075,-34.900623,117.623333333333,114.856666666667,123.923333333333,123.356666666667,139.756666666667,126.756666666667,1,1,1,1,2,2
2790,-8.063076,-34.901356,139.09,128.123333333333,134.523333333333,129.59,134.023333333333,132.223333333333,2,2,3,2,2,1
694,-8.073581,-34.897671,115.94,100.54,93.19,99.94,127.84,134.44,1,0,2,0,2,1
1187,-8.070974,-34.891792,101.415,119.29,131.565,93.69,102.04,131.665,0,1,3,1,1,1
1050,-8.072006,-34.894947,95.2566666666667,104.69,109.99,88.6233333333333,105.69,122.023333333333,0,0,2,0,1,1
1398,-8.070123,-34.89386,101.165,121.09,122.14,103.415,104.165,103.765,0,1,3,36.3187155206237,1,1
2401,-8.06582,-34.890743,133.523333333333,135.49,128.856666666667,128.29,120.056666666667,121.523333333333,0,2,4,2,0,0
2257,-8.066763,-34.894886,118.423333333333,122.323333333333,124.623333333333,123.656666666667,123.19,94.99,0,1,3,1,1,0
2953,-8.059342,-34.906818,140.823333333333,122.99,139.59,136.056666666667,137.49,142.956666666667,3,4,3,4,3,2
2892,-8.061499,-34.902729,133.39,110.923333333333,133.19,135.09,123.99,131.223333333333,2,3,3,3,2,1
18,-8.07751,-34.89904,123.556666666667,83.09,120.356666666667,126.156666666667,130.356666666667,139.423333333333,2,0,1,0,3,2
138,-8.076816,-34.897121,118.223333333333,86.39,129.79,121.823333333333,129.123333333333,137.156666666667,1,0,2,0,2,2
2548,-8.065042,-34.893085,135.09,120.19,131.64,115.24,125.99,113.94,0,2,3,2,0,0
409,-8.075452,-34.892868,115.323333333333,122.256666666667,124.723333333333,107.19,119.856666666667,129.523333333333,1,0,3,0,2,2
1131,-8.071337,-34.900764,117.056666666667,122.19,116.723333333333,119.656666666667,130.223333333333,125.923333333333,1,1,1,1,2,1
2011,-8.068503,-34.897327,101.327931034483,115.369310344828,115.996896551724,115.955517241379,123.817586206897,101.424482758621,0,1,2,1,1,0
1191,-8.070948,-34.895863,113.14,112.49,118.54,103.79,117.39,117.19,0,1,2,1,1,1
276,-8.076143,-34.894867,115.84,111.115,124.74,104.565,127.19,136.59,1,0,2,0,2,2
392,-8.075497,-34.893036,113.523333333333,123.89,128.823333333333,111.09,125.356666666667,133.69,1,0,3,0,2,2
794,-8.072952,-34.890656,108.74,127.34,124.04,104.49,113.34,134.54,1,0,3,0,1,1
1629,-8.069504,-34.895119,110.723333333333,125.59,118.99,118.19,115.656666666667,106.69,0,1,2,1,1,1
348,-8.07575,-34.89362,116.09,122.49,127.156666666667,108.523333333333,126.49,134.19,1,0,2,0,2,2
1408,-8.070085,-34.897396,99.79,117.423333333333,116.656666666667,109.79,122.523333333333,98.4566666666667,0,1,2,1,1,1
1529,-8.069752,-34.900768,118.64,126.74,119.54,128.24,135.99,127.24,1,1,1,1,2,1
1030,-8.072129,-34.890697,104.156666666667,127.423333333333,125.59,108.156666666667,97.5566666666667,141.056666666667,0,1,3,1,1,1
2763,-8.063387,-34.897247,124.223333333333,107.156666666667,122.356666666667,97.6233333333333,128.556666666667,113.956666666667,1,2,3,2,1,0
1696,-8.06931,-34.899082,103.19,113.856666666667,119.456666666667,112.023333333333,112.956666666667,103.99,1,1,2,1,2,1
142,-8.07679,-34.896889,118.99,88.49,126.023333333333,115.79,124.49,140.523333333333,1,0,2,0,2,2
1952,-8.068629,-34.898483,106.59,105.923333333333,125.49,96.0566666666667,126.523333333333,107.59,1,1,2,1,1,1
342,-8.075788,-34.893932,111.89,116.865,122.915,108.89,122.615,136.915,1,0,2,0,2,2
1591,-8.069597,-34.897373,106.756666666667,112.656666666667,119.19,108.323333333333,123.356666666667,99.1566666666667,0,1,2,1,1,1
93,-8.077133,-34.899464,123.823333333333,110.356666666667,122.39,132.723333333333,132.556666666667,135.623333333333,2,1,1,1,3,2
2469,-8.065682,-34.8937,129.49,116.823333333333,124.523333333333,130.023333333333,117.19,112.79,0,2,3,2,0,0
1468,-8.069924,-34.89753,107.356666666667,116.823333333333,117.156666666667,114.356666666667,124.823333333333,111.556666666667,1,1,2,1,1,1
917,-8.072548,-34.89674,100.09,101.09,125.69,95.54,123.39,136.14,1,0,2,0,1,1
1815,-8.068997,-34.889595,121.823333333333,131.99,139.39,111.423333333333,101.323333333333,132.023333333333,0,1,3,1,0,1
2232,-8.066896,-34.894684,123.29,122.99,126.056666666667,125.09,123.99,94.1566666666667,0,1,3,1,1,0
373,-8.075587,-34.89999,121.223333333333,106.123333333333,121.323333333333,132.623333333333,140.723333333333,141.49,2,1,1,1,2,2
2745,-8.063558,-34.894852,139.156666666667,105.59,130.756666666667,132.756666666667,128.556666666667,116.156666666667,1,2,3,2,1,0
2620,-8.064366,-34.90147,128.423333333333,119.19,124.79,121.49,128.356666666667,123.89,1,2,2,2,2,1
1802,-8.069036,-34.891251,123.956666666667,133.09,134.123333333333,113.656666666667,85.39,126.123333333333,0,1,3,1,0,1
2360,-8.065982,-34.896923,120.256666666667,113.723333333333,118.423333333333,102.256666666667,125.156666666667,96.59,0,2,3,2,1,0
2632,-8.064234,-34.89447,134.656666666667,106.323333333333,120.123333333333,134.623333333333,122.123333333333,114.656666666667,0,2,3,2,1,0
1867,-8.068845,-34.896114,108.14,123.64,115.09,103.94,115.14,105.74,0,1,2,1,1,0
1303,-8.070547,-34.900898,117.69,130.623333333333,128.69,132.69,135.49,131.556666666667,1,1,1,1,2,1
2726,-8.063643,-34.896511,131.79,106.09,128.19,130.64,122.89,113.74,1,2,3,2,1,0
2831,-8.062543,-34.901402,129.79,126.323333333333,132.323333333333,116.523333333333,123.823333333333,126.49,2,3,3,3,2,1
260,-8.076221,-34.895134,115.523333333333,96.2566666666667,125.923333333333,103.823333333333,129.423333333333,132.123333333333,1,0,2,0,2,2
722,-8.073281,-34.900589,121.856666666667,122.79,125.29,127.723333333333,143.623333333333,130.156666666667,1,1,1,1,2,2
15,-8.07753,-34.899109,122.815,82.965,115.34,127.865,134.69,136.84,2,0,1,0,3,2
1661,-8.069407,-34.895309,104.523333333333,123.023333333333,120.39,114.69,114.523333333333,111.523333333333,0,1,2,1,1,0
1302,-8.070549,-34.896927,97.0566666666667,120.156666666667,119.29,105.623333333333,126.323333333333,114.623333333333,0,1,2,1,1,1
1218,-8.070804,-34.892105,103.14,127.14,126.64,116.04,101.94,117.84,0,1,3,1,1,1
1976,-8.068582,-34.896538,103.69,112.89,112.823333333333,109.556666666667,124.023333333333,102.556666666667,0,1,2,1,1,0
621,-8.074093,-34.900421,122.823333333333,110.09,115.823333333333,127.423333333333,143.123333333333,145.023333333333,1,1,1,1,2,2
2324,-8.066267,-34.893406,123.856666666667,115.423333333333,120.656666666667,123.856666666667,117.69,106.823333333333,0,1,3,1,0,0
2595,-8.064652,-34.893368,130.69,121.49,134.056666666667,130.523333333333,122.856666666667,121.223333333333,0,2,3,2,0,0
1798,-8.069053,-34.899754,100.523333333333,113.556666666667,116.623333333333,110.29,119.59,101.623333333333,1,1,2,1,2,1
417,-8.075441,-34.892872,113.723333333333,126.323333333333,128.59,107.123333333333,123.456666666667,135.523333333333,1,0,3,0,2,2
1402,-8.07011,-34.889553,119.556666666667,123.623333333333,135.823333333333,105.556666666667,101.156666666667,135.156666666667,0,1,3,1,0,1
2309,-8.066382,-34.895679,122.456666666667,122.123333333333,123.823333333333,124.423333333333,121.856666666667,95.79,0,1,3,1,1,0
1894,-8.068781,-34.897381,112.956666666667,114.19,107.423333333333,102.623333333333,125.756666666667,98.7233333333333,0,1,2,1,1,1
404,-8.075461,-34.892956,121.99,123.69,123.256666666667,114.156666666667,121.256666666667,130.223333333333,1,0,3,0,2,2
2609,-8.064489,-34.894333,134.423333333333,113.823333333333,126.823333333333,131.456666666667,122.49,120.256666666667,0,2,3,2,1,0
35,-8.077443,-34.899078,122.923333333333,82.3566666666667,122.423333333333,120.056666666667,130.756666666667,139.523333333333,2,0,1,0,3,2
2128,-8.067781,-34.8923,127.39,121.59,126.79,103.556666666667,115.723333333333,111.656666666667,0,1,3,1,0,0
1219,-8.070803,-34.892273,106.123333333333,125.056666666667,124.356666666667,111.056666666667,107.223333333333,115.79,0,1,3,1,1,1
2209,-8.067011,-34.894444,125.59,122.99,125.19,125.39,123.49,105.04,0,1,3,1,1,0
806,-8.072927,-34.896622,98.89,100.19,126.656666666667,91.7566666666667,120.79,133.856666666667,1,0,2,0,2,1
1625,-8.069512,-34.900665,122.256666666667,124.623333333333,118.39,126.323333333333,132.756666666667,125.556666666667,1,1,2,1,2,1
169,-8.076567,-34.896431,120.456666666667,90.59,128.19,116.023333333333,128.69,135.356666666667,1,0,2,0,2,2
522,-8.074603,-34.900303,120.99,109.923333333333,104.423333333333,126.89,141.356666666667,135.29,1,1,1,1,2,2
546,-8.074484,-34.890213,100.056666666667,135.456666666667,121.045555555556,114.923333333333,118.378888888889,136.667777777778,1,0,3,0,1,2
1627,-8.069507,-34.898567,102.723333333333,118.856666666667,115.323333333333,110.756666666667,116.023333333333,109.956666666667,1,1,2,1,1,1
831,-8.072855,-34.895336,97.39,120.59,96.0566666666667,109.656666666667,121.49,128.056666666667,1,0,2,0,1,1
2695,-8.063835,-34.894684,136.94,107.14,122.94,134.69,126.39,124.19,0,2,3,2,1,0
2639,-8.064171,-34.897076,129.623333333333,105.59,129.556666666667,102.29,127.556666666667,117.723333333333,1,2,3,2,1,0
1072,-8.071871,-34.897263,108.34,115.14,123.44,112.39,135.89,122.19,1,0,2,0,1,1
1151,-8.071214,-34.900806,127.523333333333,122.99,118.356666666667,124.656666666667,135.856666666667,122.256666666667,1,1,1,1,2,1
1315,-8.0705,-34.900902,121.19,128.74,127.14,122.64,128.79,126.89,1,1,1,1,2,1
474,-8.075028,-34.891563,113.015,121.29,125.715,103.165,130.89,138.115,1,0,3,0,1,2
2004,-8.068528,-34.889545,119.656666666667,135.923333333333,134.656666666667,114.823333333333,109.49,131.956666666667,0,1,4,1,0,1
131,-8.076878,-34.899548,128.156666666667,109.723333333333,119.223333333333,135.856666666667,135.623333333333,140.99,2,1,1,1,2,2
1463,-8.069942,-34.890179,105.656666666667,140.623333333333,126.456666666667,127.323333333333,113.89,128.79,0,1,3,1,0,1
1606,-8.069557,-34.890774,108.89,130.99,118.84,113.09,105.44,112.34,0,1,3,1,0,1
808,-8.072926,-34.895824,106.39,116.74,122.99,111.99,116.99,124.99,1,0,2,0,1,1
277,-8.076131,-34.899803,123.49,107.69,126.256666666667,131.79,137.423333333333,140.656666666667,2,1,1,1,2,2
664,-8.073777,-34.898407,116.34,102.24,93.69,105.99,130.84,132.39,1,0,1,0,2,2
1404,-8.070104,-34.889866,102.556666666667,136.09,127.99,119.556666666667,116.69,130.456666666667,0,1,3,1,0,1
1274,-8.070647,-34.892834,102.69,123.19,118.623333333333,115.456666666667,104.656666666667,107.356666666667,0,1,3,1,1,1
1866,-8.068849,-34.900265,100.59,111.356666666667,117.423333333333,116.29,122.823333333333,98.9566666666667,1,1,2,1,2,1
2589,-8.064724,-34.893314,133.223333333333,124.623333333333,128.623333333333,124.823333333333,125.59,121.49,0,2,3,2,0,0
2806,-8.062882,-34.901348,139.023333333333,122.756666666667,135.256666666667,123.423333333333,122.923333333333,122.856666666667,2,2,3,2,2,1
2696,-8.063826,-34.89706,126.99,105.59,124.79,109.89,128.356666666667,118.29,1,2,3,2,1,0
2339,-8.066155,-34.893528,130.64,117.24,123.14,124.79,114.54,111.99,0,1,3,1,0,0
847,-8.072767,-34.896,105.39,107.723333333333,118.356666666667,105.49,121.756666666667,127.423333333333,1,0,2,0,1,1
2117,-8.067896,-34.892323,122.723333333333,124.49,124.256666666667,105.79,118.956666666667,104.79,0,1,3,1,0,0
2733,-8.0636,-34.895966,132.39,109.29,129.49,131.856666666667,131.29,123.323333333333,1,2,3,2,1,0
190,-8.076437,-34.895649,121.423333333333,105.056666666667,131.623333333333,117.39,131.256666666667,138.356666666667,1,0,2,0,2,2
634,-8.074014,-34.899288,120.69,110.04,92.19,111.34,133.44,134.84,1,1,1,1,2,2
99,-8.077097,-34.898041,118.656666666667,88.59,125.056666666667,125.156666666667,130.056666666667,131.723333333333,2,0,2,0,2,2
2053,-8.068306,-34.899513,113.94,106.84,124.99,100.49,117.34,99.94,1,1,2,1,2,1
1410,-8.070077,-34.894051,102.44,125.54,123.39,108.79,107.79,97.59,0,1,3,1,1,1
2517,-8.065347,-34.886486,122.49,128.04,133.965,127.34,112.715,131.09,1,2,4,2,0,1
1724,-8.069246,-34.888065,120.39,133.49,135.14,127.79,113.34,131.54,0,1,4,1,0,1
2889,-8.061551,-34.902473,135.923333333333,109.29,133.99,136.423333333333,127.623333333333,128.29,2,3,3,3,2,1
92,-8.07714,-34.898056,122.923333333333,86.29,126.356666666667,118.856666666667,132.023333333333,131.856666666667,2,0,1,0,2,2
1316,-8.070496,-34.896629,98.3566666666667,117.156666666667,117.723333333333,99.9566666666667,128.256666666667,126.256666666667,0,1,2,1,1,1
1854,-8.068877,-34.888775,113.656666666667,133.59,125.923333333333,127.256666666667,103.49,125.59,0,1,4,1,0,1
2939,-8.059921,-34.906113,136.723333333333,134.99,132.29,128.79,136.623333333333,133.856666666667,3,3,3,3,3,2
1422,-8.070037,-34.890018,101.315,139.99,130.99,117.465,111.49,126.74,0,1,3,1,0,1
1069,-8.071878,-34.892185,117.79,119.99,124.923333333333,104.756666666667,95.49,136.29,0,0,3,0,1,1
927,-8.07253,-34.896248,109.59,109.056666666667,122.29,93.89,119.556666666667,120.956666666667,1,0,2,0,1,1
963,-8.072454,-34.892242,108.956666666667,120.056666666667,117.623333333333,98.0233333333333,107.223333333333,119.923333333333,0,0,3,0,1,1
1028,-8.072149,-34.892288,112.74,124.44,129.54,104.69,96.89,131.34,0,0,3,0,1,1
1115,-8.071483,-34.90078,121.156666666667,118.223333333333,118.123333333333,115.256666666667,136.556666666667,124.923333333333,1,1,1,1,2,1
2364,-8.065945,-34.893585,126.856666666667,121.29,125.523333333333,125.99,119.956666666667,109.156666666667,0,2,3,2,0,0
2930,-8.060549,-34.905396,137.14,135.69,127.24,127.49,135.14,132.89,2,3,3,3,3,2
55,-8.077357,-34.898674,123.223333333333,80.8233333333333,121.423333333333,120.323333333333,132.723333333333,135.59,2,0,1,0,2,2
1875,-8.068833,-34.896118,107.456666666667,117.156666666667,114.923333333333,105.556666666667,119.023333333333,108.323333333333,0,1,2,1,1,0
1171,-8.07109,-34.891979,102.34,130.89,129.915,108.265,85.69,136.115,0,1,3,1,1,1
2789,-8.063093,-34.886887,126.223333333333,137.723333333333,141.69,138.59,144.256666666667,144.956666666667,1,3,5,3,0,1
1231,-8.070773,-34.896812,88.1233333333333,116.856666666667,119.49,106.956666666667,121.056666666667,116.456666666667,0,1,2,1,1,1
584,-8.074259,-34.900318,117.09,113.123333333333,88.79,115.723333333333,138.156666666667,137.19,1,1,1,1,2,2
1046,-8.07203,-34.900715,116.39,109.19,115.74,106.44,135.79,127.09,1,1,1,1,2,1
567,-8.074352,-34.900318,112.89,115.223333333333,115.79,121.756666666667,137.123333333333,133.256666666667,1,1,1,1,2,2
133,-8.076853,-34.897301,119.09,83.29,133.356666666667,119.123333333333,127.69,138.023333333333,1,0,2,0,2,2
2377,-8.065846,-34.896938,122.623333333333,107.556666666667,120.223333333333,103.823333333333,127.356666666667,95.19,0,2,3,2,1,0
2775,-8.063272,-34.886692,132.823333333333,140.79,141.056666666667,136.89,142.223333333333,147.79,1,3,5,3,0,1
2436,-8.065794,-34.890148,135.365,130.415,134.265,131.84,99.615,124.04,0,2,4,2,0,0
1170,-8.071101,-34.900829,120.09,123.39,121.24,120.44,131.69,130.19,1,1,1,1,2,1
64,-8.07733,-34.898716,120.623333333333,82.1233333333333,123.39,124.056666666667,126.69,133.99,2,0,1,0,2,2
51,-8.07737,-34.898869,124.64,86.19,124.54,123.99,124.04,135.215,2,0,1,0,2,2
977,-8.072409,-34.892239,108.09,117.54,119.04,99.94,104.24,122.54,0,0,3,0,1,1
1334,-8.070433,-34.896381,93.94,110.89,115.19,98.69,126.34,121.64,0,1,2,1,1,1
475,-8.075007,-34.900158,119.59,119.423333333333,122.09,130.99,137.69,139.923333333333,2,1,1,1,2,2
676,-8.073735,-34.890453,92.19,134.915,126.89,121.74,109.015,137.715,1,0,3,0,1,2
982,-8.072403,-34.893414,102.623333333333,121.923333333333,114.69,103.056666666667,107.823333333333,126.956666666667,0,0,3,0,1,1
2869,-8.062226,-34.8881,135.64,128.865,136.49,134.115,138.065,140.64,1,3,4,3,0,1
2091,-8.068038,-34.892239,125.79,128.256666666667,126.756666666667,108.79,116.29,111.39,0,1,3,1,0,0
270,-8.076166,-34.899803,121.39,113.64,124.04,135.59,136.99,140.29,2,1,1,1,2,2
1755,-8.069179,-34.899422,108.29,119.69,119.29,117.456666666667,116.89,110.456666666667,1,1,2,1,2,1
23,-8.0775,-34.899338,127.423333333333,116.356666666667,122.656666666667,135.556666666667,134.323333333333,143.056666666667,2,0,1,0,3,2
1908,-8.068729,-34.89735,118.39,111.19,117.19,109.79,126.89,102.19,0,1,2,1,1,1
966,-8.072448,-34.89069,104.756666666667,121.856666666667,121.756666666667,101.39,98.9566666666667,134.49,0,1,3,1,1,1
501,-8.07475,-34.890656,118.956666666667,127.99,127.623333333333,100.856666666667,133.556666666667,146.723333333333,1,0,3,0,1,2
2567,-8.064939,-34.885262,121.64,134.64,135.04,124.29,130.14,134.14,1,2,5,2,0,1
2150,-8.067466,-34.893505,111.64,118.99,117.54,111.19,126.34,114.34,0,1,3,1,0,0
764,-8.073128,-34.896343,100.556666666667,110.956666666667,121.223333333333,104.923333333333,122.59,131.156666666667,1,0,2,0,1,1
1292,-8.070586,-34.90089,131.256666666667,129.756666666667,120.79,122.223333333333,135.956666666667,128.69,1,1,1,1,2,1
1378,-8.07021,-34.900913,118.04,125.09,118.89,127.89,131.19,125.84,1,1,1,1,2,1
2392,-8.065823,-34.891319,139.115,134.065,132.89,134.04,107.39,119.79,0,2,3,2,0,0
2308,-8.066401,-34.893074,133.756666666667,114.723333333333,130.023333333333,128.256666666667,118.923333333333,95.0233333333333,0,1,3,1,0,0
1010,-8.072271,-34.89658,102.656666666667,99.1566666666667,110.823333333333,95.79,119.323333333333,117.49,1,0,2,0,1,1
1504,-8.069825,-34.894421,101.79,128.856666666667,122.856666666667,115.123333333333,119.323333333333,108.423333333333,0,1,3,1,1,1
2245,-8.066825,-34.894756,123.315,125.115,127.315,126.365,123.74,101.39,0,1,3,1,1,0
1752,-8.069183,-34.895641,108.523333333333,123.123333333333,110.756666666667,105.423333333333,105.69,120.39,0,1,2,1,1,0
1964,-8.068602,-34.89711,113.89,118.39,121.59,105.49,121.29,117.59,0,1,2,1,1,0
746,-8.073198,-34.896347,95.3566666666667,110.69,91.6566666666667,111.29,123.99,131.056666666667,1,0,2,0,2,1
2116,-8.067904,-34.892326,123.674615384615,123.251538461538,124.074615384615,107.797692307692,119.066923076923,106.774615384615,0,1,3,1,0,0
960,-8.072458,-34.892948,90.44,115.94,113.89,98.44,109.19,125.64,0,0,3,0,1,1
574,-8.074308,-34.890236,98.99,137.34,120.44,119.19,115.09,134.04,1,0,3,0,1,2
900,-8.072582,-34.891403,98.5566666666667,128.156666666667,116.79,110.89,105.556666666667,129.623333333333,0,0,3,0,1,1
2587,-8.064753,-34.901417,124.34,121.24,126.74,121.59,130.94,125.69,1,2,2,2,2,1
1971,-8.068586,-34.897144,111.723333333333,117.123333333333,121.69,111.856666666667,125.39,104.123333333333,0,1,2,1,1,0
906,-8.072566,-34.896339,105.99,118.29,114.14,108.24,113.19,133.64,1,0,2,0,1,1
343,-8.075774,-34.893726,112.44,122.59,128.09,105.49,121.24,137.29,1,0,2,0,2,2
1868,-8.068844,-34.900398,108.09,118.423333333333,122.09,122.523333333333,123.623333333333,112.09,1,1,2,1,2,1
